image,width_px,height_px,latency_ms,detections,classes_found
P0865.png,3023,2317,154.42,300,"{'ship': 282, 'harbor': 9, 'small-vehicle': 9}"
P0866.png,1122,1135,90.44,12,"{'tennis-court': 9, 'small-vehicle': 1, 'swimming-pool': 2}"
P0876.png,2472,878,129.26,209,"{'harbor': 45, 'swimming-pool': 18, 'ship': 26, 'small-vehicle': 120}"
P0877.png,1301,1665,77.16,46,"{'tennis-court': 6, 'baseball-diamond': 1, 'basketball-court': 4, 'swimming-pool': 1, 'small-vehicle': 33, 'ground-track-field': 1}"
P0880.png,2283,2004,98.89,23,"{'tennis-court': 6, 'basketball-court': 5, 'baseball-diamond': 1, 'small-vehicle': 9, 'soccer-ball-field': 1, 'swimming-pool': 1}"
P0886.png,650,831,47.34,21,"{'tennis-court': 7, 'basketball-court': 1, 'small-vehicle': 12, 'swimming-pool': 1}"
P0889.png,1919,2000,86.35,228,"{'harbor': 7, 'ship': 119, 'small-vehicle': 101, 'large-vehicle': 1}"
P0891.png,2085,3217,126.16,287,"{'ship': 260, 'harbor': 10, 'small-vehicle': 17}"
P0901.png,2835,2284,121.29,300,"{'ship': 281, 'harbor': 12, 'small-vehicle': 7}"
P0902.png,1431,1563,66.37,281,"{'ship': 245, 'harbor': 13, 'small-vehicle': 23}"
P0903.png,1319,983,45.4,300,"{'harbor': 15, 'ship': 285}"
P0912.png,1908,1602,77.21,172,"{'harbor': 33, 'ship': 70, 'swimming-pool': 2, 'small-vehicle': 67}"
P0916.png,2735,2154,131.46,279,"{'ship': 126, 'harbor': 37, 'small-vehicle': 116}"
P0917.png,1628,2002,100.38,300,"{'harbor': 11, 'ship': 216, 'small-vehicle': 73}"
P0919.png,1099,890,36.59,13,"{'tennis-court': 10, 'small-vehicle': 2, 'large-vehicle': 1}"
P0923.png,1069,2127,55.92,25,"{'harbor': 16, 'ship': 8, 'small-vehicle': 1}"
P0924.png,863,1602,42.45,20,"{'plane': 18, 'large-vehicle': 1, 'small-vehicle': 1}"
P0927.png,1645,4955,147.6,52,"{'harbor': 31, 'ship': 16, 'swimming-pool': 1, 'small-vehicle': 4}"
P0930.png,2906,1728,112.72,25,"{'swimming-pool': 1, 'ship': 5, 'harbor': 15, 'small-vehicle': 4}"
P0931.png,812,2854,123.32,29,"{'harbor': 12, 'ship': 11, 'small-vehicle': 5, 'swimming-pool': 1}"
P0935.png,2944,1447,83.79,24,"{'harbor': 10, 'ship': 5, 'small-vehicle': 9}"
P0937.png,3530,858,145.8,57,"{'harbor': 32, 'swimming-pool': 1, 'small-vehicle': 18, 'ship': 6}"
P0939.png,2267,573,42.69,71,"{'ship': 26, 'small-vehicle': 19, 'harbor': 26}"
P0942.png,596,2581,97.96,34,"{'harbor': 19, 'ship': 12, 'small-vehicle': 3}"
P0943.png,3531,858,68.38,115,"{'harbor': 46, 'ship': 43, 'small-vehicle': 26}"
P0954.png,8888,1376,242.93,25,"{'harbor': 19, 'ship': 1, 'swimming-pool': 1, 'small-vehicle': 4}"
P0955.png,2195,1148,66.85,65,"{'harbor': 23, 'ship': 20, 'swimming-pool': 1, 'small-vehicle': 21}"
P0956.png,2977,1150,75.34,33,"{'swimming-pool': 3, 'harbor': 23, 'ship': 6, 'small-vehicle': 1}"
P0958.png,1728,974,62.03,156,"{'large-vehicle': 109, 'small-vehicle': 47}"
P0959.png,3423,1725,118.95,51,"{'harbor': 30, 'ship': 13, 'swimming-pool': 3, 'small-vehicle': 5}"
P0965.png,4607,1023,93.06,19,"{'harbor': 16, 'ship': 2, 'small-vehicle': 1}"
P0971.png,3497,1147,84.38,25,"{'harbor': 18, 'small-vehicle': 5, 'ship': 2}"
P0976.png,1712,863,68.78,33,"{'swimming-pool': 1, 'harbor': 11, 'small-vehicle': 17, 'ship': 4}"
P0982.png,2901,1719,94.9,54,"{'harbor': 23, 'ship': 21, 'swimming-pool': 1, 'small-vehicle': 9}"
P0983.png,2417,1430,76.26,18,"{'ship': 5, 'harbor': 12, 'small-vehicle': 1}"
P0984.png,7597,1380,230.45,43,"{'harbor': 23, 'ship': 13, 'swimming-pool': 1, 'small-vehicle': 6}"
P0985.png,828,2097,52.69,40,"{'harbor': 17, 'small-vehicle': 14, 'ship': 9}"
P0988.png,1098,1622,60.05,34,"{'harbor': 12, 'swimming-pool': 1, 'ship': 5, 'small-vehicle': 16}"
P0992.png,3604,2279,158.18,46,"{'harbor': 23, 'swimming-pool': 9, 'ship': 7, 'small-vehicle': 7}"
P0994.png,1711,861,47.3,15,"{'small-vehicle': 1, 'ship': 5, 'harbor': 9}"
P0996.png,3861,2274,159.31,48,"{'swimming-pool': 2, 'harbor': 36, 'small-vehicle': 6, 'ship': 4}"
P0997.png,3783,829,67.25,60,"{'harbor': 23, 'ship': 33, 'swimming-pool': 1, 'small-vehicle': 3}"
P1000.png,2185,1115,62.61,43,"{'ship': 7, 'harbor': 30, 'small-vehicle': 5, 'swimming-pool': 1}"
P1001.png,5005,1361,130.09,65,"{'harbor': 53, 'ship': 11, 'small-vehicle': 1}"
P1002.png,5780,1340,139.43,73,"{'harbor': 53, 'swimming-pool': 1, 'ship': 19}"
P1004.png,7001,3907,589.95,45,"{'harbor': 38, 'ship': 6, 'small-vehicle': 1}"
P1008.png,9327,1832,392.33,7,"{'harbor': 5, 'ship': 2}"
P1011.png,686,870,37.58,45,"{'small-vehicle': 33, 'large-vehicle': 12}"
P1013.png,6624,398,107.98,0,{}
P1017.png,3743,1085,127.13,45,"{'harbor': 32, 'ship': 6, 'small-vehicle': 6, 'swimming-pool': 1}"
P1018.png,3806,2496,167.35,111,"{'ship': 62, 'small-vehicle': 39, 'swimming-pool': 2, 'harbor': 8}"
P1024.png,4445,1647,124.32,40,"{'swimming-pool': 3, 'harbor': 24, 'ship': 12, 'small-vehicle': 1}"
P1025.png,2222,823,47.47,43,"{'harbor': 27, 'swimming-pool': 5, 'small-vehicle': 11}"
P1028.png,2663,1387,87.14,75,"{'swimming-pool': 22, 'harbor': 31, 'small-vehicle': 22}"
P1031.png,3623,1936,133.4,113,"{'swimming-pool': 10, 'harbor': 58, 'small-vehicle': 37, 'ship': 8}"
P1032.png,443,827,44.67,37,"{'large-vehicle': 25, 'small-vehicle': 12}"
P1033.png,681,911,60.97,27,"{'large-vehicle': 18, 'small-vehicle': 9}"
P1034.png,3982,3029,225.5,162,"{'swimming-pool': 7, 'bridge': 1, 'small-vehicle': 122, 'harbor': 7, 'ship': 25}"
P1035.png,1964,2667,144.28,273,"{'harbor': 35, 'swimming-pool': 21, 'small-vehicle': 216, 'ship': 1}"
P1036.png,1474,2631,130.59,188,"{'swimming-pool': 24, 'harbor': 32, 'ship': 26, 'small-vehicle': 106}"
P1038.png,1139,1082,71.68,10,{'tennis-court': 10}
P1039.png,915,1090,56.14,7,"{'tennis-court': 5, 'basketball-court': 1, 'small-vehicle': 1}"
P1040.png,1372,1634,95.17,31,"{'tennis-court': 18, 'small-vehicle': 12, 'large-vehicle': 1}"
P1041.png,1428,1229,61.68,87,"{'small-vehicle': 63, 'large-vehicle': 24}"
P1042.png,1626,1652,85.79,112,"{'tennis-court': 18, 'swimming-pool': 1, 'small-vehicle': 85, 'ship': 8}"
P1044.png,1169,1104,65.09,13,"{'tennis-court': 9, 'small-vehicle': 4}"
P1045.png,1142,1361,59.88,31,"{'tennis-court': 6, 'small-vehicle': 24, 'swimming-pool': 1}"
P1048.png,1748,3182,113.42,300,"{'plane': 7, 'small-vehicle': 292, 'large-vehicle': 1}"
P1050.png,888,1339,51.19,8,"{'tennis-court': 5, 'baseball-diamond': 2, 'soccer-ball-field': 1}"
P1056.png,4966,3650,329.18,93,"{'harbor': 43, 'ship': 15, 'small-vehicle': 33, 'swimming-pool': 2}"
P1058.png,4152,3881,412.06,84,"{'small-vehicle': 38, 'harbor': 28, 'ship': 18}"
P1064.png,1515,2408,104.53,135,"{'ship': 93, 'swimming-pool': 3, 'harbor': 17, 'small-vehicle': 22}"
P1068.png,2408,3497,149.77,116,"{'harbor': 94, 'ship': 15, 'small-vehicle': 5, 'swimming-pool': 2}"
P1072.png,3748,1109,80.77,69,"{'harbor': 42, 'ship': 14, 'small-vehicle': 13}"
P1074.png,1870,4199,138.79,67,"{'harbor': 26, 'ship': 37, 'swimming-pool': 1, 'small-vehicle': 3}"
P1081.png,1653,3401,113.01,67,"{'harbor': 28, 'swimming-pool': 20, 'small-vehicle': 18, 'ship': 1}"
P1082.png,1428,1229,59.08,70,"{'large-vehicle': 28, 'small-vehicle': 42}"
P1083.png,2185,2935,134.37,172,"{'harbor': 90, 'swimming-pool': 33, 'ship': 11, 'small-vehicle': 38}"
P1085.png,1917,1094,121.61,20,"{'tennis-court': 17, 'small-vehicle': 3}"
P1093.png,885,1330,128.53,26,"{'tennis-court': 7, 'small-vehicle': 19}"
P1097.png,2998,3204,293.59,76,"{'harbor': 35, 'swimming-pool': 14, 'ship': 5, 'small-vehicle': 22}"
P1100.png,685,870,134.26,49,"{'large-vehicle': 11, 'small-vehicle': 38}"
P1102.png,1689,1081,47.05,33,"{'tennis-court': 10, 'small-vehicle': 21, 'large-vehicle': 1, 'swimming-pool': 1}"
P1104.png,918,1063,38.71,12,"{'plane': 10, 'large-vehicle': 1, 'small-vehicle': 1}"
P1106.png,2322,2404,114.15,300,"{'harbor': 9, 'ship': 215, 'swimming-pool': 1, 'small-vehicle': 75}"
P1111.png,681,911,31.21,11,"{'large-vehicle': 8, 'small-vehicle': 3}"
P1112.png,10240,4096,491.94,57,"{'plane': 18, 'small-vehicle': 39}"
P1115.png,4608,1280,97.61,3,{'plane': 3}
P1120.png,5120,1280,98.29,7,{'plane': 7}
P1123.png,7168,3072,272.83,8,{'plane': 8}
P1124.png,4352,3584,328.9,33,"{'plane': 8, 'small-vehicle': 21, 'large-vehicle': 4}"
P1125.png,7582,4333,521.93,20,{'plane': 20}
P1126.png,7168,2560,267.12,24,"{'plane': 9, 'small-vehicle': 15}"
P1127.png,1024,768,136.18,2,{'plane': 2}
P1129.png,4093,6529,458.58,54,{'plane': 54}
P1135.png,1690,2620,151.53,6,{'plane': 6}
P1136.png,785,1031,124.1,8,{'plane': 8}
P1145.png,2673,3974,218.8,5,"{'plane': 3, 'storage-tank': 2}"
P1146.png,5231,4616,440.24,35,"{'plane': 31, 'large-vehicle': 4}"
P1151.png,3057,4358,183.42,52,{'plane': 52}
P1153.png,2698,3723,151.8,29,{'plane': 29}
P1157.png,7278,5286,640.29,90,"{'plane': 88, 'airport': 2}"
P1160.png,2110,4516,190.08,28,"{'plane': 27, 'helicopter': 1}"
P1162.png,3365,1747,148.5,4,"{'plane': 3, 'helicopter': 1}"
P1163.png,6297,5762,603.69,31,{'plane': 31}
P1169.png,3745,3569,333.84,6,"{'storage-tank': 3, 'airport': 2, 'plane': 1}"
P1172.png,3584,6598,335.11,2,{'airport': 2}
P1175.png,3561,5263,372.86,5,"{'airport': 2, 'plane': 3}"
P1176.png,5892,2351,254.06,5,{'plane': 5}
P1177.png,5892,1836,190.53,49,"{'plane': 48, 'helicopter': 1}"
P1180.png,4304,3445,338.72,23,"{'plane': 22, 'airport': 1}"
P1183.png,6330,4183,470.62,296,"{'plane': 8, 'storage-tank': 3, 'small-vehicle': 281, 'large-vehicle': 4}"
P1188.png,864,1117,130.44,11,"{'tennis-court': 5, 'basketball-court': 2, 'small-vehicle': 2, 'baseball-diamond': 1, 'soccer-ball-field': 1}"
P1190.png,692,574,127.22,55,"{'large-vehicle': 39, 'small-vehicle': 16}"
P1192.png,861,1120,36.81,300,"{'large-vehicle': 189, 'small-vehicle': 111}"
P1194.png,874,1108,37.46,213,"{'small-vehicle': 57, 'large-vehicle': 156}"
P1195.png,1163,882,37.34,63,"{'large-vehicle': 37, 'small-vehicle': 26}"
P1196.png,635,657,35.51,102,"{'large-vehicle': 19, 'small-vehicle': 83}"
P1197.png,1266,1040,42.51,264,"{'soccer-ball-field': 5, 'small-vehicle': 257, 'large-vehicle': 1, 'roundabout': 1}"
P1202.png,4000,4000,174.82,1,{'roundabout': 1}
P1203.png,4000,4000,187.9,0,{}
P1204.png,5200,4000,227.99,1,{'ship': 1}
P1206.png,4000,4000,199.86,1,{'bridge': 1}
P1215.png,4000,4000,187.01,0,{}
P1218.png,5200,4000,234.33,2,{'ship': 2}
P1220.png,4000,3620,191.58,1,{'ship': 1}
P1226.png,4000,4000,329.69,25,"{'ship': 14, 'storage-tank': 7, 'bridge': 4}"
P1227.png,4000,4000,319.38,7,"{'ship': 6, 'bridge': 1}"
P1229.png,4000,4000,293.58,7,{'bridge': 7}
P1233.png,4000,4000,169.63,6,"{'bridge': 3, 'ship': 2, 'storage-tank': 1}"
P1235.png,4000,4000,180.65,132,"{'storage-tank': 108, 'ship': 24}"
P1236.png,4000,4000,200.61,9,"{'bridge': 5, 'ship': 4}"
P1237.png,5200,4000,240.64,9,"{'bridge': 8, 'ship': 1}"
P1244.png,5200,4000,248.32,17,"{'storage-tank': 10, 'ship': 6, 'ground-track-field': 1}"
P1248.png,4000,4000,350.12,22,"{'bridge': 18, 'ground-track-field': 3, 'ship': 1}"
P1252.png,4000,4000,165.48,2,{'bridge': 2}
P1253.png,4000,4000,168.05,5,{'bridge': 5}
P1254.png,4000,4000,184.31,9,"{'ship': 3, 'bridge': 6}"
P1261.png,4000,4000,175.6,11,"{'ship': 4, 'bridge': 7}"
P1262.png,4000,4000,209.04,11,"{'ship': 4, 'bridge': 7}"
P1263.png,4000,4000,328.56,5,"{'ship': 3, 'bridge': 2}"
P1264.png,4000,4000,310.77,22,{'ship': 22}
P1270.png,4000,3620,269.08,9,{'bridge': 9}
P1271.png,5200,4000,286.39,15,"{'storage-tank': 7, 'ship': 5, 'bridge': 3}"
P1280.png,4000,4000,264.29,60,"{'plane': 49, 'ship': 11}"
P1282.png,4000,4000,176.81,1,{'ship': 1}
P1284.png,4000,4000,168.21,23,{'ship': 23}
P1285.png,4000,4000,196.68,6,{'ship': 6}
P1286.png,4000,4000,204.81,1,{'harbor': 1}
P1289.png,4000,4000,327.54,3,{'ship': 3}
P1290.png,5200,4000,310.35,2,{'ship': 2}
P1293.png,4000,4000,298.74,4,{'ship': 4}
P1294.png,4000,4000,297.66,1,{'ship': 1}
P1296.png,4000,3620,251.76,1,{'ship': 1}
P1301.png,4000,4000,164.91,3,{'bridge': 3}
P1302.png,4000,4000,172.2,22,"{'ship': 18, 'bridge': 4}"
P1303.png,5200,4000,214.36,1,{'bridge': 1}
P1304.png,4000,4000,186.7,11,{'bridge': 11}
P1310.png,4000,3620,234.18,3,{'bridge': 3}
P1312.png,5200,3620,271.24,5,{'bridge': 5}
P1313.png,4000,4000,225.48,9,"{'bridge': 8, 'ship': 1}"
P1316.png,4000,4000,203.36,6,{'bridge': 6}
P1318.png,4000,4000,177.46,7,{'bridge': 7}
P1320.png,4000,4000,183.86,11,{'bridge': 11}
P1324.png,4000,4000,206.75,4,{'bridge': 4}
P1326.png,4000,4000,219.97,10,{'bridge': 10}
P1327.png,4000,4000,421.64,7,{'bridge': 7}
P1330.png,5200,4000,207.06,11,"{'bridge': 10, 'ground-track-field': 1}"
P1331.png,4000,4000,129.39,2,{'bridge': 2}
P1334.png,4000,4000,187.97,17,"{'bridge': 15, 'ship': 2}"
P1335.png,4000,4000,209.08,17,"{'ground-track-field': 1, 'bridge': 16}"
P1345.png,4000,4000,201.97,6,{'ship': 6}
P1346.png,4000,4000,216.12,14,"{'bridge': 9, 'ship': 5}"
P1347.png,4000,4000,238.72,5,{'bridge': 5}
P1348.png,4000,4000,310.22,5,{'bridge': 5}
P1349.png,4000,4000,182.83,16,"{'ship': 8, 'bridge': 8}"
P1355.png,4000,4000,179.07,9,"{'ship': 5, 'bridge': 4}"
P1362.png,4000,4000,200.39,17,{'bridge': 17}
P1363.png,5200,4000,238.19,4,"{'airport': 1, 'roundabout': 3}"
P1367.png,4000,4000,407.48,0,{}
P1372.png,4000,4000,148.42,36,{'plane': 36}
P1378.png,5445,4561,330.23,42,"{'plane': 41, 'swimming-pool': 1}"
P1379.png,4426,4182,329.88,300,"{'ground-track-field': 1, 'harbor': 1, 'ship': 296, 'swimming-pool': 1, 'soccer-ball-field': 1}"
P1381.png,3371,5292,248.06,14,"{'tennis-court': 5, 'swimming-pool': 5, 'roundabout': 4}"
P1383.png,2889,4714,282.4,18,"{'ground-track-field': 1, 'swimming-pool': 14, 'tennis-court': 3}"
P1385.png,2176,2850,176.45,300,"{'ship': 289, 'harbor': 9, 'small-vehicle': 2}"
P1396.png,3330,7204,401.22,61,"{'plane': 21, 'storage-tank': 4, 'small-vehicle': 36}"
